Entity,Continent,Latitude,Longitude,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/5/12,1835,42925,264
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/5/13,1835,44830,273
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/5/14,1835,46869,283
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/5/5,1836,30251,200
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/5/6,1836,31938,209
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/5/7,1836,33731,219
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/5/8,1836,35432,229
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/5/9,1836,37136,239
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/5/10,1836,39048,246
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/5/11,1836,41014,255
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/5/1,1837,24097,169
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/5/2,1837,25459,176
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/5/3,1837,27011,184
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/5/4,1837,28656,191
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/28,1838,20077,152
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/29,1838,21402,157
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/30,1838,22753,162
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/27,1839,18811,144
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/25,1840,16299,136
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/26,1840,17522,139
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/21,1841,11631,109
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/22,1841,12772,114
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/23,1841,13930,121
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/24,1841,15102,127
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/17,1842,7142,87
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/18,1842,8274,92
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/19,1842,9362,97
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/20,1842,10484,103
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/15,1843,5862,79
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/16,1843,6380,83
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/12,1844,4462,59
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/13,1844,4934,65
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/14,1844,5369,73
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/7,1845,2795,41
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/8,1845,2932,41
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/9,1845,3287,44
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/10,1845,3651,47
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/11,1845,4033,52
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/6,1846,2605,38
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/4,1847,2179,29
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/5,1847,2402,34
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/3/28,1848,1203,4
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/3/29,1848,1299,8
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/3/30,1848,1453,8
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/3/31,1848,1563,10
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/1,1848,1720,16
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/2,1848,1885,21
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/4/3,1848,2039,25
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/3/25,1849,900,2
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/3/26,1849,1012,3
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/3/27,1849,1104,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/2/24,1850,18443,254
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/2/25,1850,18553,258
Saudi Arabia,Asia,23.89,45.08,27,2.7,2.57,23139.8,32938213,31,3,2020/3/24,1850,767,1
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/2/20,1851,17988,247
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/2/21,1851,18053,249
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/2/22,1851,18199,252
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/2/23,1851,18325,253
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/2/16,1852,17594,240
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/2/17,1852,17716,243
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/2/18,1852,17835,243
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/2/19,1852,17929,245
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/2/1,1853,15459,198
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/2/4,1853,15988,210
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/2/11,1853,17068,231
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/2/14,1853,17343,239
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/2/15,1853,17484,239
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/1/30,1854,15118,193
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/1/31,1854,15304,196
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/1/25,1855,13311,177
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/1/28,1855,14529,186
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/1/29,1855,14784,188
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/1/24,1856,12975,174
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/1/13,1857,10122,128
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/1/14,1857,10316,133
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/1/15,1857,10573,138
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/1/16,1857,10850,140
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/1/21,1857,12170,162
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/1/11,1858,9784,124
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/1/12,1858,9950,125
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/1/6,1859,9058,112
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/1/9,1859,9461,118
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2021/1/10,1859,9630,120
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/28,1860,8021,75
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/29,1860,8128,79
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/30,1860,8250,86
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/31,1860,8383,92
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/12,1861,6528,56
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/17,1861,7032,57
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/18,1861,7105,57
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/27,1861,7970,74
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/4,1862,6043,51
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/5,1862,6084,51
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/8,1862,6237,51
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/9,1862,6278,53
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/10,1862,6349,53
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/11,1862,6428,54
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/1,1863,5948,49
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/2,1863,5994,50
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/12/3,1863,6011,50
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/29,1864,5919,48
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/30,1864,5934,49
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/28,1868,5891,47
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/25,1869,5779,47
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/26,1869,5851,47
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/27,1869,5872,47
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/6,1870,5208,36
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/7,1870,5213,36
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/8,1870,5222,36
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/9,1870,5242,38
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/10,1870,5262,40
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/11,1870,5312,41
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/23,1870,5726,47
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/24,1870,5750,47
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/2,1871,5155,35
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/3,1871,5162,35
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/4,1871,5174,35
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/5,1871,5192,36
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/31,1873,5137,35
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/11/1,1873,5146,35
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/23,1874,5052,34
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/24,1874,5060,34
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/25,1874,5066,34
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/28,1874,5129,35
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/22,1875,5017,34
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/21,1876,5012,34
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/18,1877,4974,34
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/19,1877,4992,34
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/20,1877,4996,34
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/14,1879,4940,33
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/15,1879,4953,33
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/16,1879,4965,34
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/17,1879,4971,34
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/10,1880,4892,30
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/11,1880,4896,31
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/12,1880,4905,32
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/13,1880,4908,32
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/1,1881,4843,29
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/2,1881,4847,29
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/3,1881,4852,29
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/4,1881,4866,29
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/5,1881,4867,29
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/6,1881,4873,29
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/7,1881,4883,29
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/8,1881,4885,29
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/10/9,1881,4890,30
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/28,1882,4832,29
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/29,1882,4836,29
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/30,1882,4840,29
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/27,1883,4820,29
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/24,1884,4789,27
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/25,1884,4798,29
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/26,1884,4811,29
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/21,1885,4722,27
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/22,1885,4738,27
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/23,1885,4779,27
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/14,1886,4602,22
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/15,1886,4624,22
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/16,1886,4634,22
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/17,1886,4653,23
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/18,1886,4671,25
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/19,1886,4689,26
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/20,1886,4711,26
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/13,1887,4591,22
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/9,1888,4460,21
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/10,1888,4479,22
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/11,1888,4534,22
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/12,1888,4565,22
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/6,1889,4374,19
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/7,1889,4409,19
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/8,1889,4439,20
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/3,1890,4255,18
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/4,1890,4304,18
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/5,1890,4349,18
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/31,1891,4063,16
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/1,1891,4142,16
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/9/2,1891,4218,17
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/26,1892,3625,15
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/27,1892,3672,15
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/28,1892,3742,16
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/29,1892,3843,16
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/30,1892,4020,16
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/23,1893,3089,12
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/24,1893,3306,14
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/25,1893,3537,15
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/22,1894,2889,11
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/17,1895,2540,8
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/18,1895,2577,10
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/19,1895,2644,10
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/20,1895,2717,11
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/21,1895,2780,11
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/16,1896,2453,8
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/15,1897,2352,8
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/13,1899,2200,8
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/14,1899,2293,8
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/7,1900,2128,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/8,1900,2134,6
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/9,1900,2140,7
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/10,1900,2152,7
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/11,1900,2171,7
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/12,1900,2189,8
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/5,1902,2104,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/6,1902,2111,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/4,1903,2099,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/31,1904,2022,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/1,1904,2042,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/2,1904,2062,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/8/3,1904,2092,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/26,1905,1821,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/27,1905,1879,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/28,1905,1926,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/29,1905,1963,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/30,1905,1994,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/23,1906,1710,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/24,1906,1729,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/25,1906,1752,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/22,1907,1689,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/16,1908,1473,4
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/17,1908,1485,4
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/18,1908,1539,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/19,1908,1582,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/20,1908,1629,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/21,1908,1655,5
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/15,1909,1435,4
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/13,1910,1378,4
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/14,1910,1416,4
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/11,1911,1299,4
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/12,1911,1337,4
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/7,1912,1172,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/8,1912,1194,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/9,1912,1210,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/10,1912,1252,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/5,1913,1105,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/6,1913,1113,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/3,1914,1081,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/4,1914,1092,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/6/30,1915,1025,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/1,1915,1042,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/7/2,1915,1063,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/6/27,1916,878,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/6/28,1916,900,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/6/29,1916,1001,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/6/25,1917,850,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/6/26,1917,858,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/6/23,1918,798,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/6/24,1918,830,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/6/22,1920,787,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/6/21,1923,728,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/6/19,1924,661,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/6/20,1924,702,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/6/15,1927,612,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,820,12208407,20,3,2020/6/16,1927,636,2
